time,max,min,dis,avg,std,sem,lower95,upper95
"2020-04-06 00:00",19.995,10.013,9.982001304626465,14.610888580922728,1.939803542786825,0.024097403248145903,14.563657670556362,14.658119491289094
"2020-04-06 01:00",19.984,10.008,9.975998878479004,14.589069285363326,1.9221479057211182,0.023878074333340427,14.54226825966998,14.635870311056673
"2020-04-06 02:00",19.994,10.003,9.990999221801758,14.61641127091867,1.9698316731909788,0.02447043069715099,14.568449226752254,14.664373315085086
"2020-04-06 03:00",19.997,10.015,9.981999397277832,14.583421760282398,1.9450198341806495,0.024162203148962783,14.536063842110432,14.630779678454365
"2020-04-06 04:00",19.998,10.008,9.989998817443848,14.577814811100195,1.9273524125412294,0.02394272783911337,14.530887064535532,14.624742557664858
"2020-04-06 05:00",19.974,10.001,9.973000526428223,14.604968050526985,1.9579113230341672,0.024322348956783042,14.55729624657169,14.65263985448228
"2020-04-06 06:00",19.999,10.001,9.998000144958496,14.584636736357654,1.9857006232504382,0.024667564314175994,14.536288310301869,14.632985162413439
"2020-04-06 07:00",19.989,10.014,9.975000381469727,14.643888114263982,1.9415767564451902,0.024119431171916655,14.596614029167025,14.691162199360939
"2020-04-06 08:00",19.988,10.013,9.975001335144043,14.618814199059099,1.980214277032901,0.024599409630339818,14.570599356183633,14.667029041934564
"2020-04-06 09:00",20,10.013,9.987000465393066,14.578351544598002,1.9540206270225444,0.024274016396995397,14.53077447245989,14.625928616736113
"2020-04-06 10:00",19.998,10.021,9.976999282836914,14.62012253543477,1.9734503323931163,0.02451538385250313,14.572072383083864,14.668172687785678
"2020-04-06 11:00",19.988,10.005,9.983000755310059,14.607838118076325,1.98472014732589,0.02465538425407826,14.559513564938332,14.656162671214318
"2020-04-06 12:00",19.989,10.004,9.985000610351562,14.636095524864432,1.9190734897651658,0.023839882094070317,14.589369355960054,14.68282169376881
"2020-04-06 13:00",19.983,10.002,9.980999946594238,14.575822525701405,1.959541060951854,0.02434259453883558,14.528111040405287,14.623534010997522
"2020-04-06 14:00",19.972,10.003,9.968999862670898,14.6066157421948,1.9646718844403683,0.024406332706062638,14.558779330090918,14.654452154298681
"2020-04-06 15:00",19.989,10.001,9.98799991607666,14.570626841062381,1.9677048966910937,0.02444401060366937,14.522716580279189,14.618537101845574
"2020-04-06 16:00",19.988,10.029,9.959000587463379,14.646604327360789,1.957086838908008,0.024312106720380477,14.598952598188843,14.694256056532735
"2020-04-06 17:00",19.964,10.011,9.953001022338867,14.633646135712848,1.9380804723146479,0.02407599823311362,14.586457179175945,14.680835092249751
"2020-04-06 18:00",19.998,10.005,9.992999076843262,14.577715895205369,1.96225743959207,0.024376339023791976,14.529938270718736,14.625493519692002
"2020-04-06 19:00",19.992,10.005,9.987000465393066,14.614387495576599,1.9446239433117585,0.024157285155104385,14.567039216672594,14.661735774480604
