time,max,min,dis,avg,std,sem,lower95,upper95
"2020-04-06 00:00",812.563,10.013,802.5499887466431,14.73396928899082,10.09990546829157,0.1254670844078989,14.488053803551338,14.979884774430303
"2020-04-06 01:00",19.984,10.008,9.975998878479004,14.589069285363326,1.9221479057211182,0.023878074333340427,14.54226825966998,14.635870311056673
"2020-04-06 02:00",19.994,10.003,9.990999221801758,14.61641127091867,1.9698316731909788,0.02447043069715099,14.568449226752254,14.664373315085086
"2020-04-06 03:00",19.997,10.015,9.981999397277832,14.583421760282398,1.9450198341806495,0.024162203148962783,14.536063842110432,14.630779678454365
"2020-04-06 04:00",19.998,10.008,9.989998817443848,14.577814811100195,1.9273524125412294,0.02394272783911337,14.530887064535532,14.624742557664858
"2020-04-06 05:00",19.974,10.001,9.973000526428223,14.604968050526985,1.9579113230341672,0.024322348956783042,14.55729624657169,14.65263985448228
"2020-04-06 06:00",19.999,10.001,9.998000144958496,14.584636736357654,1.9857006232504382,0.024667564314175994,14.536288310301869,14.632985162413439
"2020-04-06 07:00",19.989,10.014,9.975000381469727,14.643888114263982,1.9415767564451902,0.024119431171916655,14.596614029167025,14.691162199360939
"2020-04-06 08:00",19.988,10.013,9.975001335144043,14.618814199059099,1.980214277032901,0.024599409630339818,14.570599356183633,14.667029041934564
"2020-04-06 09:00",20,10.013,9.987000465393066,14.578351544598002,1.9540206270225444,0.024274016396995397,14.53077447245989,14.625928616736113
"2020-04-06 10:00",19.998,10.021,9.976999282836914,14.62012253543477,1.9734503323931163,0.02451538385250313,14.572072383083864,14.668172687785678
"2020-04-06 11:00",19.988,10.005,9.983000755310059,14.607838118076325,1.98472014732589,0.02465538425407826,14.559513564938332,14.656162671214318
"2020-04-06 12:00",19.989,10.004,9.985000610351562,14.636095524864432,1.9190734897651658,0.023839882094070317,14.589369355960054,14.68282169376881
"2020-04-06 13:00",19.983,10.002,9.980999946594238,14.575822525701405,1.959541060951854,0.02434259453883558,14.528111040405287,14.623534010997522
"2020-04-06 14:00",434.343,10.003,424.33998680114746,14.671329166123897,5.571694783824889,0.0692149349250747,14.53566789367075,14.806990438577044
"2020-04-06 15:00",19.989,10.001,9.98799991607666,14.570626841062381,1.9677048966910937,0.02444401060366937,14.522716580279189,14.618537101845574
"2020-04-06 16:00",19.988,10.029,9.959000587463379,14.646604327360789,1.957086838908008,0.024312106720380477,14.598952598188843,14.694256056532735
"2020-04-06 17:00",1110.79,10.011,1100.7809925079346,14.802749838210918,13.75332492495411,0.17085205249355323,14.467879815323554,15.137619861098282
"2020-04-06 18:00",19.998,10.005,9.992999076843262,14.577715895205369,1.96225743959207,0.024376339023791976,14.529938270718736,14.625493519692002
"2020-04-06 19:00",19.992,10.005,9.987000465393066,14.614387495576599,1.9446239433117585,0.024157285155104385,14.567039216672594,14.661735774480604
"2020-04-06 20:00",20,10.001,9.99899959564209,14.599389659916913,1.9513722142546521,0.024241116224876035,14.551877072116156,14.64690224771767
"2020-04-06 21:00",19.99,6.538,13.45199966430664,14.637264656873397,1.9575296741586647,0.02431760788550993,14.589602145417798,14.684927168328995
"2020-04-06 22:00",800.47,10.007,790.4629707336426,14.715451851303195,9.957870394695478,0.1237026395203986,14.472994677843214,14.957909024763175
"2020-04-06 23:00",19.981,10.053,9.928000450134277,14.583261881198412,1.9507739256792243,0.02423368392529371,14.535763860704837,14.630759901691988
"2020-04-07 00:00",19.991,10.008,9.982998847961426,14.595012958255815,1.9358980739559526,0.024048887171535693,14.547877139399604,14.642148777112025
"2020-04-07 01:00",826.627,10.004,816.6230144500732,14.74737500761762,10.275862483490249,0.12765292800291114,14.497175268731914,14.997574746503327
"2020-04-07 02:00",751.714,10.002,741.711989402771,14.678319139097944,9.366163099962021,0.11635209655480687,14.450269029850523,14.906369248345365
"2020-04-07 03:00",19.983,10.001,9.981999397277832,14.596489191791157,1.9692767388729986,0.024463536970161816,14.54854065932964,14.644437724252674
"2020-04-07 04:00",19.999,10.002,9.997000694274902,14.617902167638142,1.9695270055564487,0.024466645933032362,14.569947541609398,14.665856793666887
"2020-04-07 05:00",857.436,10.016,847.4199743270874,14.832125458893952,12.382758015773922,0.1538260481788939,14.53062640446332,15.133624513324584
"2020-04-07 06:00",629.206,10.007,619.1989936828613,14.643580871011004,7.883871929424989,0.09793818644498166,14.451622025578839,14.835539716443169
"2020-04-07 07:00",19.997,10,9.996999740600586,14.625233336436896,1.9680787730083489,0.024448655119561367,14.577313972402555,14.673152700471237
"2020-04-07 08:00",19.986,10.006,9.980000495910645,14.604759717281954,1.978177926352793,0.02457411286063565,14.556594456075109,14.6529249784888
"2020-04-07 09:00",19.988,10.004,9.984001159667969,14.594636419967369,1.9483149080610807,0.02420313653333794,14.547198272362026,14.642074567572712
"2020-04-07 10:00",616.445,10,606.4450073242188,14.690978232577995,7.732397167273918,0.0960564760836183,14.502707539454104,14.879248925701887
"2020-04-07 11:00",725.554,10.009,715.5450162887573,14.701410651795658,9.04603866640806,0.11237531880655537,14.48115502693481,14.921666276656508
"2020-04-07 12:00",19.998,10.014,9.983999252319336,14.600512803042376,1.977051793681132,0.024560123365049445,14.55237496124688,14.648650644837872
