time,max,min,dis,avg,std,sem,lower95,upper95
"2020-04-06 00:00",71.4,0,71.4000015258789,25.492641547679945,11.408177933696592,0.0618959339773402,25.371325517084358,25.61395757827553
"2020-04-06 01:00",69.839,0,69.83899688720703,25.60738101946673,11.348528976193528,0.06152071281440832,25.486800422350488,25.72796161658297
"2020-04-06 02:00",82.6303,1,81.63030242919922,25.604872998385027,11.33250257444376,0.061474494837897464,25.484382988502748,25.725363008267305
"2020-04-06 03:00",79.517,1,78.51699829101562,25.528039892378832,11.322463131221886,0.06143721196434932,25.40762295692871,25.648456827828955
"2020-04-06 04:00",71.935,0,71.93499755859375,25.691776952444048,11.414453767221437,0.06195278438614462,25.570349495047203,25.813204409840893
"2020-04-06 05:00",70.892,1,69.89199829101562,25.72542371233628,11.43898893008513,0.06202841853923084,25.60384801199939,25.84699941267317
"2020-04-06 06:00",72.793,0.264966,72.52803325653076,25.71066655487886,11.632083863218424,0.06263320443306675,25.58790547419005,25.83342763556767
"2020-04-06 07:00",72.8439,0,72.84390258789062,26.393612464173817,12.149789130663379,0.06566782070273652,26.264903535596453,26.52232139275118
"2020-04-06 08:00",83.6356,0,83.6355972290039,26.462519367622928,12.26872888727887,0.06674197399377196,26.331705098595133,26.593333636650723
"2020-04-06 09:00",80.9377,1.2,79.7376983165741,26.51345532264514,12.295965444653115,0.06691787165285594,26.382296294205542,26.644614351084737
"2020-04-06 10:00",94.4273,0,94.42729949951172,26.31315094600537,12.26528645412951,0.06662965158587755,26.18255682889705,26.44374506311369
"2020-04-06 11:00",86.3335,0,86.33350372314453,26.3406552733466,12.195315095117982,0.06619681691819136,26.210909512186944,26.470401034506253
"2020-04-06 12:00",89.0315,0,89.03150177001953,26.24044204333125,12.236452566051863,0.06655752759325233,26.109989289248475,26.370894797414024
"2020-04-06 13:00",72.8439,1,71.84390258789062,26.22723565112527,12.303208667891397,0.06704571646736915,26.095826046849226,26.358645255401314
"2020-04-06 14:00",80.9377,0,80.93769836425781,25.921338933814063,12.187235631093223,0.06793157822723762,25.78819304048868,26.054484827139447
"2020-04-06 15:00",86.3335,0,86.33350372314453,25.86604745114974,12.11286387719302,0.06782327008662681,25.73311384177995,25.99898106051953
"2020-04-06 16:00",115,0,115,25.871665113734434,12.022427899620874,0.0655000566687907,25.743285002663605,26.000045224805262
"2020-04-06 17:00",68.8,0,68.80000305175781,25.693254263938297,11.294255902253834,0.061188746561523406,25.57332432067771,25.813184207198884
"2020-04-06 18:00",66.6,1,65.5999984741211,25.69495181021407,11.216613095756095,0.060763643544578,25.575855068866698,25.814048551561445
